Customer_ID,Ship Mode,Segment,Country,City,State,Postal Code,Region,Category,Sub-Category,Sales,Quantity,Discount,Profit
C21310,First Class,Consumer,United States,Toledo,Ohio,43615,East,Technology,Phones,629.958,7,0.4,94.4937
C43236,Standard Class,Consumer,United States,Seattle,Washington,98105,West,Office Supplies,Art,6.63,3,0,1.7901
C20051,Standard Class,Consumer,United States,Seattle,Washington,98105,West,Technology,Accessories,799.96,4,0,343.9828
C18640,Standard Class,Consumer,United States,Seattle,Washington,98105,West,Furniture,Furnishings,107.53,1,0,21.506
C48163,Standard Class,Consumer,United States,Plainfield,New Jersey,7060,East,Technology,Phones,73.98,2,0,19.9746
C48069,Standard Class,Consumer,United States,Plainfield,New Jersey,7060,East,Office Supplies,Art,5.58,1,0,2.1762
C46133,Second Class,Consumer,United States,Las Cruces,New Mexico,88001,West,Office Supplies,Paper,49.12,4,0,23.0864
C58533,Standard Class,Consumer,United States,Newark,Delaware,19711,East,Technology,Phones,377.97,3,0,94.4925
C14826,Standard Class,Consumer,United States,Newark,Delaware,19711,East,Office Supplies,Paper,42.28,7,0,19.8716
C59481,Standard Class,Consumer,United States,Newark,Delaware,19711,East,Furniture,Bookcases,299.97,3,0,56.9943
C49693,Standard Class,Consumer,United States,Newark,Delaware,19711,East,Technology,Phones,89.98,2,0,43.1904
C56132,First Class,Corporate,United States,Hoover,Alabama,35244,South,Office Supplies,Supplies,477.24,4,0,9.5448
C34463,First Class,Corporate,United States,Hoover,Alabama,35244,South,Technology,Accessories,25.98,2,0,1.5588
C45043,Second Class,Consumer,United States,Newark,Ohio,43055,East,Office Supplies,Envelopes,46.72,5,0.2,17.52
C19176,Standard Class,Consumer,United States,San Diego,California,92037,West,Furniture,Furnishings,35.34,2,0,13.4292
C56322,Second Class,Corporate,United States,San Francisco,California,94122,West,Furniture,Furnishings,257.64,6,0,100.4796
C21499,Second Class,Corporate,United States,San Francisco,California,94122,West,Technology,Phones,125.976,3,0.2,47.241
C57358,Second Class,Consumer,United States,Jacksonville,North Carolina,28540,South,Technology,Accessories,79.992,1,0.2,21.9978
C55935,Standard Class,Consumer,United States,Franklin,Massachusetts,2038,East,Furniture,Tables,700.056,3,0.3,-130.0104
C57051,Standard Class,Home Office,United States,Frisco,Texas,75034,Central,Technology,Accessories,27.168,4,0.2,-1.3584
C59581,Standard Class,Consumer,United States,Tallahassee,Florida,32303,South,Office Supplies,Binders,8.226,3,0.7,-6.0324
C41407,Standard Class,Consumer,United States,Seattle,Washington,98115,West,Furniture,Chairs,585.552,3,0.2,73.194
C54238,Second Class,Consumer,United States,Vacaville,California,95687,West,Office Supplies,Storage,423.28,11,0,110.0528
C45325,Standard Class,Consumer,United States,Los Angeles,California,90008,West,Furniture,Chairs,225.296,2,0.2,22.5296
C18251,Standard Class,Consumer,United States,San Francisco,California,94122,West,Office Supplies,Art,5.56,2,0,2.224
C49750,Standard Class,Consumer,United States,San Francisco,California,94122,West,Technology,Accessories,323.37,3,0,129.348
C51723,Standard Class,Consumer,United States,San Francisco,California,94122,West,Technology,Phones,783.96,5,0.2,68.5965
C36914,Standard Class,Consumer,United States,San Francisco,California,94122,West,Office Supplies,Appliances,1447.65,5,0,419.8185
C43015,Standard Class,Consumer,United States,San Francisco,California,94122,West,Office Supplies,Paper,11.96,2,0,5.8604
C32252,Second Class,Consumer,United States,New York City,New York,10035,East,Technology,Accessories,239.97,3,0,71.991
C19670,Standard Class,Home Office,United States,Columbus,Georgia,31907,South,Furniture,Furnishings,76.92,4,0,31.5372
C41104,Standard Class,Home Office,United States,Columbus,Georgia,31907,South,Office Supplies,Storage,481.32,4,0,125.1432
C39616,First Class,Home Office,United States,Murray,Utah,84107,West,Office Supplies,Paper,48.4,5,0,23.232
C52464,First Class,Home Office,United States,San Francisco,California,94110,West,Technology,Accessories,0.99,1,0,0.4356
C46860,First Class,Home Office,United States,San Francisco,California,94110,West,Office Supplies,Binders,101.84,5,0.2,36.917
C39692,Standard Class,Home Office,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Binders,10.332,3,0.7,-7.5768
C21179,Standard Class,Home Office,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Binders,31.155,5,0.7,-23.8855
C28871,Standard Class,Home Office,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Storage,8.928,2,0.2,0.6696
C32139,First Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Appliances,34.384,1,0.2,3.8682
C59328,First Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Appliances,1924.16,8,0.2,312.676
C49957,Standard Class,Consumer,United States,Dallas,Texas,75220,Central,Office Supplies,Appliances,32.192,2,0.8,-80.48
C17565,Standard Class,Consumer,United States,Dallas,Texas,75220,Central,Technology,Accessories,50.12,7,0.2,-0.6265
C40637,Standard Class,Consumer,United States,Dallas,Texas,75220,Central,Technology,Accessories,47.976,3,0.2,1.7991
C37293,Standard Class,Consumer,United States,Waukesha,Wisconsin,53186,Central,Office Supplies,Storage,54.5,5,0,14.17
C48888,First Class,Consumer,United States,Fort Lauderdale,Florida,33311,South,Furniture,Furnishings,19.104,3,0.2,5.7312
C26970,Standard Class,Consumer,United States,Detroit,Michigan,48205,Central,Office Supplies,Binders,49.44,3,0,24.2256
C18734,Standard Class,Home Office,United States,Springfield,Ohio,45503,East,Office Supplies,Paper,10.368,2,0.2,3.6288
C50980,Standard Class,Consumer,United States,San Diego,California,92037,West,Office Supplies,Storage,154.44,3,0,1.5444
C20989,Standard Class,Corporate,United States,Colorado Springs,Colorado,80906,West,Office Supplies,Appliances,60.984,7,0.2,4.5738
C43163,Second Class,Consumer,United States,Bakersfield,California,93309,West,Furniture,Bookcases,195.466,2,0.15,-13.7976
C19480,Standard Class,Corporate,United States,Pompano Beach,Florida,33068,South,Furniture,Furnishings,23.68,8,0.2,6.216
C18413,Standard Class,Corporate,United States,Pompano Beach,Florida,33068,South,Technology,Accessories,2.376,3,0.2,0.7425
C14970,First Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Labels,59.2,4,0,29.6
C64139,Standard Class,Consumer,United States,Lakeville,Minnesota,55044,Central,Office Supplies,Art,22,10,0,9.68
C51301,Standard Class,Consumer,United States,Detroit,Michigan,48234,Central,Technology,Phones,257.98,2,0,74.8142
C28481,Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Technology,Phones,23.988,2,0.4,-15.992
C50522,Standard Class,Corporate,United States,Troy,Ohio,45373,East,Technology,Phones,23.976,4,0.4,-15.5844
C31437,First Class,Home Office,United States,Los Angeles,California,90036,West,Furniture,Chairs,601.536,4,0.2,0
C20986,First Class,Home Office,United States,Los Angeles,California,90036,West,Office Supplies,Fasteners,7.9,2,0,2.528
C31883,Standard Class,Corporate,United States,Corpus Christi,Texas,78415,Central,Furniture,Furnishings,58.36,5,0.6,-24.803
C53475,Standard Class,Corporate,United States,Corpus Christi,Texas,78415,Central,Office Supplies,Art,16.464,7,0.2,1.4406
C47396,Standard Class,Corporate,United States,Corpus Christi,Texas,78415,Central,Furniture,Furnishings,39.96,5,0.6,-23.976
C33439,First Class,Corporate,United States,Omaha,Nebraska,68104,Central,Office Supplies,Appliances,25.96,2,0,7.5284
C32323,First Class,Corporate,United States,Omaha,Nebraska,68104,Central,Office Supplies,Appliances,36.27,3,0,10.881
C51973,First Class,Corporate,United States,Omaha,Nebraska,68104,Central,Office Supplies,Paper,6.48,1,0,3.1104
C41022,Standard Class,Corporate,United States,Redondo Beach,California,90278,West,Technology,Phones,1075.088,14,0.2,94.0702
C35189,Standard Class,Corporate,United States,Redondo Beach,California,90278,West,Technology,Phones,438.368,4,0.2,38.3572
C46428,Standard Class,Corporate,United States,Redondo Beach,California,90278,West,Office Supplies,Binders,18.088,7,0.2,6.5569
C64826,Standard Class,Corporate,United States,Redondo Beach,California,90278,West,Furniture,Bookcases,308.499,3,0.15,-18.147
C46199,Standard Class,Consumer,United States,Little Rock,Arkansas,72209,South,Office Supplies,Art,13.36,4,0,4.1416
C29619,Standard Class,Consumer,United States,Little Rock,Arkansas,72209,South,Office Supplies,Paper,39.96,2,0,18.7812
C46691,Standard Class,Consumer,United States,Little Rock,Arkansas,72209,South,Office Supplies,Binders,145.85,5,0,70.008
C55863,First Class,Corporate,United States,Miami,Florida,33180,South,Technology,Phones,783.96,5,0.2,78.396
C28567,First Class,Consumer,United States,Salem,Oregon,97301,West,Office Supplies,Art,7.88,1,0.2,1.773
C35583,Standard Class,Consumer,United States,Las Cruces,New Mexico,88001,West,Furniture,Furnishings,41.37,3,0,17.3754
C59619,Standard Class,Consumer,United States,San Francisco,California,94122,West,Office Supplies,Paper,12.84,3,0,5.778
C26914,Standard Class,Consumer,United States,San Francisco,California,94122,West,Office Supplies,Paper,25.68,6,0,11.556
C56202,Standard Class,Consumer,United States,El Paso,Texas,79907,Central,Furniture,Chairs,47.516,2,0.3,-2.0364
C20865,Second Class,Consumer,United States,Seattle,Washington,98115,West,Office Supplies,Fasteners,9.42,2,0,0.471
C48420,Second Class,Consumer,United States,Seattle,Washington,98115,West,Office Supplies,Paper,12.96,2,0,6.2208
C26545,Second Class,Consumer,United States,Seattle,Washington,98115,West,Furniture,Bookcases,704.9,5,0,56.392
C54093,Second Class,Consumer,United States,Seattle,Washington,98115,West,Furniture,Chairs,561.568,2,0.2,28.0784
C49248,Second Class,Home Office,United States,Milwaukee,Wisconsin,53209,Central,Office Supplies,Paper,179.82,9,0,84.5154
C28551,Second Class,Home Office,United States,Milwaukee,Wisconsin,53209,Central,Furniture,Furnishings,185.58,6,0,76.0878
C57896,Second Class,Home Office,United States,Milwaukee,Wisconsin,53209,Central,Furniture,Tables,214.11,3,0,36.3987
C64598,Second Class,Home Office,United States,Milwaukee,Wisconsin,53209,Central,Technology,Accessories,999.96,4,0,229.9908
C61229,Second Class,Home Office,United States,Milwaukee,Wisconsin,53209,Central,Furniture,Tables,653.55,3,0,111.1035
C41178,Standard Class,Home Office,United States,Franklin,Massachusetts,2038,East,Office Supplies,Binders,114.6,5,0,51.57
C42757,Standard Class,Home Office,United States,Franklin,Massachusetts,2038,East,Furniture,Chairs,60.74,1,0,15.185
C22716,Standard Class,Home Office,United States,Franklin,Massachusetts,2038,East,Furniture,Furnishings,124.36,2,0,27.3592
C49838,Standard Class,Home Office,United States,Franklin,Massachusetts,2038,East,Office Supplies,Storage,1088.76,6,0,315.7404
C40191,First Class,Consumer,United States,Encinitas,California,92024,West,Office Supplies,Binders,6.72,5,0.2,2.352
C18292,First Class,Consumer,United States,Encinitas,California,92024,West,Furniture,Tables,298.776,3,0.2,7.4694
C61345,Standard Class,Consumer,United States,Anaheim,California,92804,West,Technology,Phones,302.376,3,0.2,22.6782
C32572,First Class,Consumer,United States,Arlington,Texas,76017,Central,Office Supplies,Art,8.928,2,0.2,0.558
C61461,First Class,Consumer,United States,Arlington,Texas,76017,Central,Office Supplies,Storage,47.584,2,0.2,-2.974
C21024,Standard Class,Home Office,United States,Houston,Texas,77041,Central,Office Supplies,Paper,33.792,8,0.2,10.56
C20658,Standard Class,Home Office,United States,Houston,Texas,77041,Central,Furniture,Bookcases,300.5328,2,0.32,-97.2312
C19479,Standard Class,Home Office,United States,Houston,Texas,77041,Central,Office Supplies,Binders,2.724,2,0.8,-4.3584
C29732,Standard Class,Home Office,United States,Houston,Texas,77041,Central,Office Supplies,Envelopes,3.264,2,0.2,1.1016
C25641,First Class,Consumer,United States,Lancaster,Ohio,43130,East,Office Supplies,Paper,108.336,6,0.2,37.9176
C39842,First Class,Consumer,United States,Lancaster,Ohio,43130,East,Office Supplies,Storage,55.92,5,0.2,6.291
C58285,First Class,Consumer,United States,Lancaster,Ohio,43130,East,Office Supplies,Paper,78.304,2,0.2,29.364
C23719,Standard Class,Consumer,United States,Portland,Oregon,97206,West,Office Supplies,Storage,443.92,5,0.2,-94.333
C36878,Standard Class,Consumer,United States,Portland,Oregon,97206,West,Technology,Phones,155.976,3,0.2,54.5916
C51349,Second Class,Corporate,United States,Hoover,Alabama,35244,South,Office Supplies,Art,15.47,7,0,4.1769
C35589,Second Class,Corporate,United States,Hoover,Alabama,35244,South,Office Supplies,Binders,7.16,2,0,3.4368
C43181,Standard Class,Consumer,United States,Los Angeles,California,90036,West,Office Supplies,Appliances,10.89,1,0,2.8314
C22940,Standard Class,Consumer,United States,Los Angeles,California,90036,West,Office Supplies,Paper,19.44,3,0,9.3312
C64093,Standard Class,Consumer,United States,Los Angeles,California,90036,West,Office Supplies,Binders,121.6,5,0.2,39.52
C48058,First Class,Consumer,United States,Tallahassee,Florida,32303,South,Technology,Machines,695.7,2,0.5,-27.828
C31493,Second Class,Corporate,United States,New York City,New York,10009,East,Office Supplies,Storage,120.33,1,0,31.2858
C46854,Standard Class,Home Office,United States,Chesapeake,Virginia,23320,South,Furniture,Chairs,1139.92,4,0,284.98
C59414,Second Class,Consumer,United States,Fayetteville,North Carolina,28314,South,Office Supplies,Paper,229.544,7,0.2,83.2097
C64369,Standard Class,Consumer,United States,Huntsville,Texas,77340,Central,Office Supplies,Storage,143.728,2,0.2,-32.3388
C18849,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19140,East,Technology,Accessories,36.048,3,0.2,-0.9012
C40370,Standard Class,Corporate,United States,Woodstock,Illinois,60098,Central,Furniture,Chairs,845.488,8,0.3,-12.0784
C46465,First Class,Consumer,United States,Everett,Massachusetts,2149,East,Office Supplies,Art,50.94,3,0,14.2632
C29359,Standard Class,Home Office,United States,Chicago,Illinois,60653,Central,Office Supplies,Binders,762.594,3,0.8,-1143.891
C14581,Standard Class,Corporate,United States,Roswell,Georgia,30076,South,Furniture,Furnishings,56.28,6,0,15.7584
C22304,Standard Class,Corporate,United States,Roswell,Georgia,30076,South,Office Supplies,Binders,2690.97,3,0,1264.7559
C21604,Standard Class,Corporate,United States,Palm Coast,Florida,32137,South,Office Supplies,Binders,7.434,6,0.7,-5.6994
C24649,First Class,Corporate,United States,Philadelphia,Pennsylvania,19120,East,Office Supplies,Storage,64.784,1,0.2,-12.9568
C51877,Standard Class,Home Office,United States,Columbus,Indiana,47201,Central,Office Supplies,Paper,28.16,4,0,13.2352
C61503,Second Class,Consumer,United States,Oceanside,New York,11572,East,Furniture,Furnishings,14.98,1,0,6.8908
C23992,Second Class,Consumer,United States,Oceanside,New York,11572,East,Furniture,Furnishings,20.32,4,0,6.9088
C56660,Same Day,Corporate,United States,Franklin,Massachusetts,2038,East,Office Supplies,Storage,40.29,3,0,10.4754
C36236,Standard Class,Consumer,United States,Sioux Falls,South Dakota,57103,Central,Office Supplies,Labels,20.23,7,0,9.5081
C34890,First Class,Corporate,United States,San Diego,California,92037,West,Furniture,Chairs,1603.136,4,0.2,100.196
C51252,Second Class,Consumer,United States,Fayetteville,North Carolina,28314,South,Furniture,Chairs,225.296,2,0.2,22.5296
C58087,Standard Class,Consumer,United States,Atlanta,Georgia,30318,South,Technology,Accessories,67.8,4,0,4.068
C31896,Standard Class,Consumer,United States,Atlanta,Georgia,30318,South,Technology,Phones,377.97,3,0,98.2722
C60530,Standard Class,Consumer,United States,Atlanta,Georgia,30318,South,Furniture,Bookcases,1628.82,9,0,374.6286
C63236,Standard Class,Consumer,United States,Atlanta,Georgia,30318,South,Office Supplies,Paper,286.93,7,0,140.5957
C24970,Standard Class,Consumer,United States,Orlando,Florida,32839,South,Office Supplies,Paper,20.736,4,0.2,7.2576
C57780,Same Day,Consumer,United States,San Francisco,California,94122,West,Office Supplies,Storage,31.44,3,0,8.4888
C49258,Same Day,Consumer,United States,San Francisco,California,94122,West,Office Supplies,Appliances,83.79,7,0,22.6233
C61845,Same Day,Consumer,United States,San Francisco,California,94122,West,Office Supplies,Art,59.52,3,0,15.4752
C53773,Same Day,Consumer,United States,San Francisco,California,94122,West,Office Supplies,Supplies,31.92,4,0,9.2568
C59920,Second Class,Consumer,United States,Toledo,Ohio,43615,East,Office Supplies,Supplies,14.72,5,0.2,-3.312
C50955,Second Class,Consumer,United States,Toledo,Ohio,43615,East,Office Supplies,Storage,38.976,3,0.2,-2.436
C22463,Standard Class,Consumer,United States,Saint Petersburg,Florida,33710,South,Furniture,Furnishings,17.088,2,0.2,1.068
C58781,Standard Class,Corporate,United States,Tucson,Arizona,85705,West,Office Supplies,Paper,74.352,3,0.2,23.235
C27684,Standard Class,Corporate,United States,Tucson,Arizona,85705,West,Furniture,Chairs,314.352,3,0.2,-35.3646
C50120,Standard Class,Consumer,United States,Los Angeles,California,90036,West,Office Supplies,Art,4.26,1,0,1.7466
C51230,Standard Class,Consumer,United States,San Diego,California,92105,West,Office Supplies,Storage,811.28,8,0,24.3384
C39661,First Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Fasteners,6.03,3,0,2.9547
C21139,Second Class,Consumer,United States,San Diego,California,92037,West,Furniture,Chairs,153.568,2,0.2,-5.7588
C41935,Second Class,Consumer,United States,San Diego,California,92037,West,Furniture,Chairs,1013.488,7,0.2,76.0116
C54989,Standard Class,Home Office,United States,Westfield,New Jersey,7090,East,Office Supplies,Envelopes,52.34,2,0,24.5998
C41737,Standard Class,Home Office,United States,Westfield,New Jersey,7090,East,Office Supplies,Art,4.66,2,0,1.3514
C63821,Standard Class,Home Office,United States,Westfield,New Jersey,7090,East,Technology,Accessories,254.97,3,0,91.7892
C64029,Second Class,Home Office,United States,Orange,New Jersey,7050,East,Office Supplies,Binders,25.44,6,0,12.72
C29894,Second Class,Home Office,United States,Orange,New Jersey,7050,East,Office Supplies,Supplies,27.93,3,0,8.0997
C23167,Standard Class,Consumer,United States,Woodstock,Illinois,60098,Central,Office Supplies,Binders,8.85,5,0.8,-13.7175
C62900,Second Class,Consumer,United States,San Francisco,California,94110,West,Furniture,Furnishings,6.96,4,0,2.2272
C20642,Standard Class,Consumer,United States,San Francisco,California,94122,West,Office Supplies,Binders,17.456,2,0.2,5.8914
C35086,Standard Class,Consumer,United States,Tempe,Arizona,85281,West,Furniture,Chairs,307.92,5,0.2,-34.641
C40982,First Class,Consumer,United States,Los Angeles,California,90008,West,Office Supplies,Art,6.63,3,0,1.7901
C63113,First Class,Consumer,United States,Los Angeles,California,90008,West,Office Supplies,Paper,12.96,2,0,6.2208
C39547,First Class,Consumer,United States,Los Angeles,California,90008,West,Office Supplies,Paper,32.4,5,0,15.552
C20506,Standard Class,Corporate,United States,Seattle,Washington,98105,West,Office Supplies,Paper,23.85,5,0,10.7325
C25247,Second Class,Consumer,United States,Lake Charles,Louisiana,70601,South,Furniture,Chairs,51.96,2,0,12.99
C32986,Second Class,Consumer,United States,Lake Charles,Louisiana,70601,South,Office Supplies,Binders,17.94,3,0,8.6112
C15469,Standard Class,Corporate,United States,Rochester,New York,14609,East,Office Supplies,Paper,11.56,2,0,5.6644
C59156,Standard Class,Corporate,United States,Rochester,New York,14609,East,Office Supplies,Paper,26.4,5,0,11.88
C20969,Standard Class,Corporate,United States,Rochester,New York,14609,East,Furniture,Furnishings,69.08,11,0,29.0136
C49376,Standard Class,Corporate,United States,Rochester,New York,14609,East,Technology,Phones,35.88,3,0,10.0464
C37596,Standard Class,Consumer,United States,Long Beach,New York,11561,East,Office Supplies,Art,49.65,5,0,20.853
C28955,Standard Class,Corporate,United States,Charlotte,North Carolina,28205,South,Technology,Copiers,959.968,4,0.2,119.996
C62099,Standard Class,Consumer,United States,Houston,Texas,77036,Central,Furniture,Chairs,408.422,2,0.3,-5.8346
C15127,Standard Class,Consumer,United States,New York City,New York,10035,East,Technology,Copiers,479.984,2,0.2,59.998
C40152,Standard Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Labels,12.6,4,0,6.048
C26563,Standard Class,Home Office,United States,Columbus,Georgia,31907,South,Office Supplies,Paper,184.66,7,0,84.9436
C21816,Standard Class,Consumer,United States,Chicago,Illinois,60610,Central,Office Supplies,Paper,23.12,5,0.2,8.381
C27655,Standard Class,Corporate,United States,Highland Park,Illinois,60035,Central,Office Supplies,Paper,37.464,7,0.2,12.1758
C22993,Standard Class,Corporate,United States,Highland Park,Illinois,60035,Central,Furniture,Chairs,539.658,3,0.3,-7.7094
C54315,Standard Class,Home Office,United States,Seattle,Washington,98115,West,Office Supplies,Storage,310.12,2,0,80.6312
C48664,Standard Class,Consumer,United States,Eagan,Minnesota,55122,Central,Office Supplies,Paper,8.56,2,0,3.852
C32002,Standard Class,Consumer,United States,Eagan,Minnesota,55122,Central,Office Supplies,Storage,52.4,5,0,14.148
C37592,Standard Class,Consumer,United States,Eagan,Minnesota,55122,Central,Office Supplies,Labels,14.94,3,0,6.8724
C51267,Standard Class,Consumer,United States,Seattle,Washington,98103,West,Office Supplies,Fasteners,11.22,3,0,0.2244
C28437,Standard Class,Consumer,United States,Coral Springs,Florida,33065,South,Office Supplies,Appliances,387.136,4,0.2,24.196
C53282,Standard Class,Consumer,United States,Hempstead,New York,11550,East,Office Supplies,Envelopes,41.4,5,0,19.458
C65099,Standard Class,Consumer,United States,Hempstead,New York,11550,East,Office Supplies,Art,35,4,0,10.5
C42570,Standard Class,Consumer,United States,Hempstead,New York,11550,East,Office Supplies,Binders,39.552,3,0.2,14.3376
C60190,Second Class,Consumer,United States,Noblesville,Indiana,46060,Central,Technology,Phones,135.72,3,0,35.2872
C33447,Second Class,Consumer,United States,Noblesville,Indiana,46060,Central,Office Supplies,Binders,12.56,2,0,5.652
C27430,Second Class,Consumer,United States,Noblesville,Indiana,46060,Central,Technology,Phones,263.96,4,0,71.2692
C14818,First Class,Consumer,United States,Dallas,Texas,75220,Central,Office Supplies,Art,5.952,1,0.2,0.372
C15815,Same Day,Corporate,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Fasteners,15.8,5,0.2,2.37
C43380,Same Day,Corporate,United States,Philadelphia,Pennsylvania,19140,East,Furniture,Furnishings,14.368,2,0.2,3.9512
C36978,Same Day,Corporate,United States,Philadelphia,Pennsylvania,19140,East,Furniture,Furnishings,70.448,7,0.2,12.3284
C40477,Same Day,Consumer,United States,San Francisco,California,94109,West,Office Supplies,Storage,129.3,2,0,6.465
C41270,Second Class,Home Office,United States,Austin,Texas,78745,Central,Office Supplies,Binders,3.882,3,0.8,-5.823
C57113,Standard Class,Corporate,United States,Detroit,Michigan,48234,Central,Office Supplies,Fasteners,6.08,1,0,3.04
C35466,First Class,Consumer,United States,Watertown,New York,13601,East,Office Supplies,Appliances,19.9,1,0,8.955
C42629,First Class,Consumer,United States,Watertown,New York,13601,East,Furniture,Furnishings,70.71,1,0,4.9497
C34950,Second Class,Consumer,United States,Columbus,Georgia,31907,South,Furniture,Furnishings,18.84,3,0,7.9128
C63905,Standard Class,Consumer,United States,Apple Valley,Minnesota,55124,Central,Office Supplies,Art,8.64,3,0,2.5056
C42139,Standard Class,Home Office,United States,Burlington,North Carolina,27217,South,Office Supplies,Binders,1633.188,4,0.7,-1306.5504
C58720,Standard Class,Home Office,United States,Saginaw,Michigan,48601,Central,Furniture,Furnishings,19.76,4,0,8.2992
C36293,Same Day,Consumer,United States,San Francisco,California,94109,West,Office Supplies,Binders,6.608,2,0.2,2.2302
C53778,Same Day,Consumer,United States,San Francisco,California,94109,West,Office Supplies,Binders,7.28,2,0.2,2.73
C27242,Same Day,Consumer,United States,San Francisco,California,94109,West,Furniture,Chairs,144.784,1,0.2,10.8588
C21274,Standard Class,Consumer,United States,Seattle,Washington,98105,West,Technology,Phones,156.792,1,0.2,13.7193
C44271,Standard Class,Consumer,United States,Seattle,Washington,98105,West,Technology,Phones,431.976,3,0.2,26.9985
C33514,Standard Class,Consumer,United States,Seattle,Washington,98105,West,Office Supplies,Envelopes,35.89,1,0,16.1505
C39203,Standard Class,Consumer,United States,Seattle,Washington,98105,West,Office Supplies,Binders,47.208,7,0.2,15.3426
C15881,Standard Class,Consumer,United States,Seattle,Washington,98105,West,Office Supplies,Paper,248.08,7,0,116.5976
C50112,Standard Class,Consumer,United States,Seattle,Washington,98105,West,Office Supplies,Paper,189.7,5,0,89.159
C33383,Standard Class,Consumer,United States,Seattle,Washington,98105,West,Office Supplies,Binders,59.808,3,0.2,19.4376
C37741,Standard Class,Corporate,United States,Milwaukee,Wisconsin,53209,Central,Furniture,Chairs,90.99,1,0,14.5584
C42946,Standard Class,Corporate,United States,Milwaukee,Wisconsin,53209,Central,Furniture,Chairs,1526.56,7,0,427.4368
C20030,Standard Class,Corporate,United States,Milwaukee,Wisconsin,53209,Central,Furniture,Chairs,368.97,3,0,40.5867
C20609,Standard Class,Consumer,United States,Los Angeles,California,90049,West,Office Supplies,Storage,305.01,9,0,76.2525
C62569,Standard Class,Consumer,United States,Los Angeles,California,90049,West,Furniture,Furnishings,18.7,1,0,7.106
C64735,First Class,Consumer,United States,San Francisco,California,94122,West,Furniture,Furnishings,38.29,7,0,16.4647
C46866,Standard Class,Home Office,United States,San Diego,California,92024,West,Furniture,Furnishings,26.25,3,0,11.025
C31271,Standard Class,Home Office,United States,San Diego,California,92024,West,Office Supplies,Binders,64.96,14,0.2,22.736
C31515,Standard Class,Home Office,United States,San Diego,California,92024,West,Office Supplies,Envelopes,43.7,5,0,20.539
C59499,Same Day,Home Office,United States,Glendale,Arizona,85301,West,Technology,Accessories,41.6,4,0.2,13
C44753,Same Day,Home Office,United States,Glendale,Arizona,85301,West,Office Supplies,Paper,23.12,5,0.2,8.381
C41911,Same Day,Home Office,United States,Glendale,Arizona,85301,West,Furniture,Chairs,113.888,2,0.2,9.9652
C35244,Same Day,Home Office,United States,Glendale,Arizona,85301,West,Furniture,Furnishings,113.568,2,0.2,-5.6784
C63691,Same Day,Home Office,United States,Glendale,Arizona,85301,West,Technology,Phones,7.92,2,0.2,0.693
C39395,Same Day,Home Office,United States,Glendale,Arizona,85301,West,Technology,Phones,671.984,2,0.2,50.3988
C45220,Standard Class,Corporate,United States,New York City,New York,10035,East,Technology,Phones,39.99,1,0,11.5971
C62226,Standard Class,Home Office,United States,Watertown,New York,13601,East,Furniture,Chairs,191.646,3,0.1,31.941
C25132,Standard Class,Consumer,United States,Springfield,Ohio,45503,East,Office Supplies,Binders,2.313,1,0.7,-1.9275
C27336,Standard Class,Consumer,United States,Los Angeles,California,90032,West,Office Supplies,Binders,19.936,4,0.2,7.2268
C59132,Standard Class,Consumer,United States,Los Angeles,California,90032,West,Office Supplies,Fasteners,45.92,4,0,21.5824
C62135,Standard Class,Home Office,United States,Seattle,Washington,98115,West,Office Supplies,Paper,20.34,3,0,9.3564
C30109,Standard Class,Home Office,United States,Seattle,Washington,98115,West,Office Supplies,Labels,39.28,8,0,19.2472
C45008,Second Class,Corporate,United States,Oceanside,California,92054,West,Furniture,Chairs,81.568,2,0.2,9.1764
C30014,Second Class,Corporate,United States,Oceanside,California,92054,West,Furniture,Chairs,97.184,2,0.2,6.074
C59432,Second Class,Corporate,United States,Oceanside,California,92054,West,Office Supplies,Binders,24.32,5,0.2,8.208
C33114,Second Class,Corporate,United States,Oceanside,California,92054,West,Furniture,Furnishings,18.96,2,0,7.584
C39125,Standard Class,Consumer,United States,Skokie,Illinois,60076,Central,Furniture,Furnishings,32.952,6,0.6,-19.7712
C37741,Standard Class,Consumer,United States,Skokie,Illinois,60076,Central,Office Supplies,Storage,30.016,4,0.2,3.0016
C60420,Second Class,Consumer,United States,Fayetteville,North Carolina,28314,South,Office Supplies,Appliances,499.584,3,0.2,43.7136
C64330,Second Class,Consumer,United States,Fayetteville,North Carolina,28314,South,Office Supplies,Paper,31.104,6,0.2,10.8864
C35804,Second Class,Consumer,United States,Fayetteville,North Carolina,28314,South,Office Supplies,Binders,13.272,8,0.7,-10.6176
C17615,Second Class,Consumer,United States,Fayetteville,North Carolina,28314,South,Furniture,Furnishings,28.272,2,0.2,6.3612
